time, mon, day, hour, apparentTemperatureHigh, apparentTemperatureLow, precipType, icon, humidity, windSpeed
1417392000, 12, 1, 0, 4.89, 4.24, rain, cloudy,0.8, 3.76
1417478400, 12, 2, 0, 4.93, 1.02, rain, partly-cloudy-day,0.84, 5.07
1417564800, 12, 3, 0, 5.17, 1.38, rain, partly-cloudy-day,0.77, 4.63
1417651200, 12, 4, 0, 3.87, 2.26, rain, cloudy,0.85, 2.18
1417737600, 12, 5, 0, 3.71, -3.49, rain, partly-cloudy-day,0.85, 2.53
1417824000, 12, 6, 0, 4.02, -0.75, rain, partly-cloudy-day,0.82, 1.83
1417910400, 12, 7, 0, 10.14, -0.81, rain, partly-cloudy-day,0.78, 4.41
1417996800, 12, 8, 0, 3.15, -2.55, rain, partly-cloudy-day,0.75, 4.19
1418083200, 12, 9, 0, 5.54, 3.11, rain, wind,0.85, 4.1
1418169600, 12, 10, 0, 4.81, 1.24, rain, partly-cloudy-day,0.72, 6.37
1418256000, 12, 11, 0, 4.83, 4.29, rain, wind,0.75, 7.2
1418342400, 12, 12, 0, 5.64, -0.79, rain, wind,0.81, 5.52
1418428800, 12, 13, 0, 4.92, -2.57, rain, partly-cloudy-day,0.82, 1.74
1418515200, 12, 14, 0, 6.03, 2.9, rain, partly-cloudy-night,0.82, 4.64
1418601600, 12, 15, 0, 6.03, -0.37, rain, partly-cloudy-day,0.84, 3.32
1418688000, 12, 16, 0, 4.72, 2.24, rain, partly-cloudy-day,0.87, 2.77
1418774400, 12, 17, 0, 12.96, 11.61, rain, partly-cloudy-day,0.89, 5.02
1418860800, 12, 18, 0, 13.37, 10.63, rain, wind,0.85, 7.57
1418947200, 12, 19, 0, 11.73, 1.62, rain, partly-cloudy-day,0.75, 5.91
1419033600, 12, 20, 0, 6.13, 1.66, rain, partly-cloudy-day,0.74, 5.33
1419120000, 12, 21, 0, 10.56, 11.04, rain, partly-cloudy-day,0.82, 6.32
1419206400, 12, 22, 0, 13.13, 11.03, rain, wind,0.78, 8.08
1419292800, 12, 23, 0, 12.56, 10.37, rain, wind,0.73, 7.6
1419379200, 12, 24, 0, 11.32, 0.61, rain, partly-cloudy-day,0.73, 5.28
1419465600, 12, 25, 0, 5.12, -1.28, rain, clear-day,0.77, 4.16
1419552000, 12, 26, 0, 3.13, -3.52, rain, wind,0.89, 2.25
1419638400, 12, 27, 0, 0.41, -1.81, rain, wind,0.84, 5.98
1419724800, 12, 28, 0, 3.11, -4.83, rain, partly-cloudy-day,0.74, 2.74
1419811200, 12, 29, 0, 2.94, -5.14, snow, partly-cloudy-day,0.85, 2.39
1419897600, 12, 30, 0, 2.93, -3.78, snow, partly-cloudy-day,0.88, 2.47
1419984000, 12, 31, 0, 4.46, 1.54, rain, partly-cloudy-day,0.87, 3.11
